tweet_id,retweet,text,source,screen_name,name,location,description,followers,following,created_at,created_at_seconds,hashtag1,hashtag2,url1,url2,mention1,mention2,lat,lon
247530411239038976,,Libya attack: US doubts that Al Qaeda planned ahead (+video) http://t.co/Mjmh61Ws,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",DeaconField,Deacon Field,United States,"Glad to live in the land of the free and home of the brave. Business owner, investor and entrepreneur. Loyal to God and country. #tcot #gop",346,346,Sat Jul 02 22:15:28 +0000 2011,1347865223.0,,,http://t.co/Mjmh61Ws,,,,,
247530426720219136,247521429921361920,"RT @kirstenpowers10: NPR:  Consulate Attack Preplanned, Libya's President Says http://t.co/qwmHPQ6j","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",akborough,ak borough,Comonwealth of Virginia,,58,444,Wed Jan 27 04:12:26 +0000 2010,1347865227.0,,,http://t.co/qwmHPQ6j,,kirstenpowers10,,,
247530428007854081,247530298999463937,@conniegail421 Libya,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",beldandolo,clare dandolo,queensland australia,,174,105,Sat Aug 06 03:26:26 +0000 2011,1347865227.0,,,,,conniegail421,,,
247530433082949632,247441912779386881,"RT @ceoDanya: I think many people realized the vulnerable state #Libya is in, after the revolution and unfortunately some people took ad ...","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",OfNoFixtAddress,Hashtag,Nomad,Politically incorrect. My opinions are not popular - but they are mine.,65,94,Sun Apr 19 18:03:29 +0000 2009,1347865228.0,Libya,,,,ceoDanya,,,
247530460425637889,,"DailyKos U.S. Ambassador 2 Libya killed,Romney &amp;GOP play politics http://t.co/PlB5Nnu5@dailykos Romney plays ""games""as Embassy targeted","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",Ross_7_7,LAR,,,452,1337,Tue Sep 27 02:22:07 +0000 2011,1347865235.0,,,http://t.co/PlB5Nnu5,,,,,
247530480738660353,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS: Penyerang membakar konsulat AS di Benghazi dan menewaskan antar... http://t.co/CbDrZqca,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",TangselMedia,Tangsel Media,,,68,0,Wed Feb 08 03:56:32 +0000 2012,1347865240.0,,,http://t.co/CbDrZqca,,,,,
247530481606873088,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS: Penyerang membakar konsulat AS di Benghazi dan menewaskan antar... http://t.co/L8HPbC4C,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",elqy_33,El Qy,,,370,900,Mon Jan 25 16:59:03 +0000 2010,1347865240.0,,,http://t.co/L8HPbC4C,,,,,
247530482445737985,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS: Penyerang membakar konsulat AS di Benghazi dan menewaskan... http://t.co/J18ireXH #INFO,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",REPORTASE24,News,Indonesia,Reportase 24 memberi info dr berbagai sumber online slama 24 jam ||| All-in-one news headlines,2301,1992,Fri Mar 02 08:23:24 +0000 2012,1347865240.0,INFO,,http://t.co/J18ireXH,,,,,
247530486015078401,,Mancanegara | Libya Tangkap 50 Tersangka Penyerbu Konsulat AS http://t.co/ogVK1wDc,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Metro_TVNews,METRO TV,"ÜT:-6.186977, 106.759125",The New Official Twitter Page of metrotvnews.com | Official fanpage http://www.facebook.com/pages/Metro-TV-News/210710239057935,119,4,Fri Aug 10 17:40:16 +0000 2012,1347865241.0,,,http://t.co/ogVK1wDc,,,,,
247530500409929728,,#TeamFollowBack Doubts over consulate attackers in Libya - CBS News http://t.co/JEK17Z3p #FF @Kaijzer,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",TweetingKaijzer,Tweets for Kaijzer,Sweden,#TeamKaijzer #Follow @Kaijzer,6439,6563,Sun Jul 03 21:05:03 +0000 2011,1347865244.0,TeamFollowBack,FF,http://t.co/JEK17Z3p,,Kaijzer,,,
247530517476569088,247526581420060672,@StenoJenny Sure! I’ve heard Libya is nice that time of the year as well.,web,desert_skies,AZ,,Conservative values and personal responsibility. Nothing is easier than spending the public money. It doesn't appear to belong to anybody.–Calvin Coolidge ,170,181,Mon Jan 10 23:44:59 +0000 2011,1347865248.0,,,,,StenoJenny,,,
247530521083662337,,"Via @nprnews: Consulate Attack Preplanned, Libya's President Says http://t.co/cavQ0Yti","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",dcarney,Dirk Carney,"Pittsburgh, PA",Conservative. Christian. Husband. Father. Technical Recruiter. Pittsburgh Fan. Not necessarily in that order.,230,560,Thu Mar 13 17:47:33 +0000 2008,1347865249.0,,,http://t.co/cavQ0Yti,,nprnews,,,
247530527278632961,,RT @Talkmaster: Obama tweets about murder of 4 Americans in Libya -- 1. About Jay-Z and Beyonce -- 47. http://t.co/2T97iQuI,web,nishmah,J.P,,"  
 TV, FILM, MEDIA MUSIC COMPOSER /PRODUCER AND SOUND DESIGNER.  LOVE GOD , MY WIFE,  BJJ, MMA, BMW CARS AND PLANES. 110% PRO ISRAEL & IDF",860,1389,Wed May 27 02:29:17 +0000 2009,1347865251.0,,,http://t.co/2T97iQuI,,Talkmaster,,,
247530561575464961,,Coulter: Libya commemorates 9/11 - St. Augustine Record: Christian Science MonitorCoulter: Libya commemorates 9/... http://t.co/wnHi8Fh8,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",LibieNieuws,Libie Nieuws,,"Het laatste nieuws over Libië, dit Twitter-account is onderdeel van @NieuwsLines ",14,1,Sat Mar 19 18:06:07 +0000 2011,1347865259.0,,,http://t.co/wnHi8Fh8,,,,,
247530578600157184,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS http://t.co/K9ud2381,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dita_computer,LKP DITA COMPUTER,"Malang, Indonesia",,42,31,Tue Feb 08 04:32:43 +0000 2011,1347865263.0,,,http://t.co/K9ud2381,,,,,
247530604575461376,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS http://t.co/RWKapUV4,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",eyabox,EYABOX Foundation,,Berbagi Fakta-Fakta dan Info-Info Menarik di berbagai Dunia,50,28,Fri Jul 20 11:43:27 +0000 2012,1347865269.0,,,http://t.co/RWKapUV4,,,,,
247530609923194880,247530521083662337,"RT @dcarney: Via @nprnews: Consulate Attack Preplanned, Libya's President Says http://t.co/cavQ0Yti","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",MRM_IN,MRM,,,644,1535,Thu Jul 14 00:43:32 +0000 2011,1347865270.0,,,http://t.co/cavQ0Yti,,dcarney,,,
247530643116937216,,"Interesting read RT @DonLemonCNN For those non-believers, here's the Romney Libya fact check.  Enjoy!  http://t.co/1f62SCR2
#CNN","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",Leslie1223,Leslie,US South,Mother.Writer.Reader.Thinker. Runner. Laugher. Terbbile Musician,130,253,Wed Jun 17 00:01:16 +0000 2009,1347865278.0,CNN,,http://t.co/1f62SCR2,,DonLemonCNN,,,
247530649630679041,,Doubts over consulate attackers in Libya - CBS News: NDTVDoubts over consulate attackers in LibyaCBS News(CBS Ne... http://t.co/mlAfE023,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",DividendGenius,Jim Trippon,"Houston, Texas",Smart Guide To High Yield Dividend Stock Investing Made Easy - Earn Money Regardless of the Economy!,1818,1896,Mon Jan 19 21:46:08 +0000 2009,1347865280.0,,,http://t.co/mlAfE023,,,,,
247530675266265088,,Doubts over consulate attackers in Libya - CBS News: NDTVDoubts over consulate attackers in LibyaCBS News(CBS Ne... http://t.co/o4K7USSY,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",MaestroIdiomas,MaestroBR Idiomas,,,96,198,Wed Jul 04 21:12:18 +0000 2012,1347865286.0,,,http://t.co/o4K7USSY,,,,,
247530740311523328,,Doubts over consulate attackers in Libya - CBS News http://t.co/YdexdcVe,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",InNewsNet,InNewsNet,,"@InNewsNet.... Breaking news, Headlines, Sports, Gossip, Entertainment and much more...",852,863,Sat Sep 03 19:31:28 +0000 2011,1347865302.0,,,http://t.co/YdexdcVe,,,,,
247530803653914624,,"“@jasonsteiner: We shouldn't be feeding people who hate our guts. End humanitarian aid to Egypt, Libya, and Yemen.”AMEN! Stop the aid NOW!","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",johnykakes,John R. ,Frisco Texas,I like to hunt and fish. My political views are just to the right......of Atilla the Hun! I cannot stand stupidity and think career politicians suck!!,131,153,Fri Oct 29 02:47:49 +0000 2010,1347865317.0,,,,,jasonsteiner,,,
247530835509641217,247499887921475584,RT @Ringo6: The world is upside down when I'm going to the president of Libya to get the truth #BizarroWorld,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tailinloop,Gary L.,"GA, USA",Avid fly fisherman who will travel the world in piscatorial pursuits. Blessed with a loving and supportive spouse and two great dogs.  MSU fan -- Go Spartans!,106,192,Wed Mar 02 17:22:07 +0000 2011,1347865324.0,BizarroWorld,,,,Ringo6,,,
247530837652959232,245967675136823296,"RT @DennisDMZ: So let me get this straight. There's a War on Women but no War on Terror? Hey guys, little less focus on the labia little ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thehappymailman,Darrell Bailey,,,56,222,Wed Feb 10 04:52:41 +0000 2010,1347865325.0,,,,,DennisDMZ,,,
247530838445682688,,Libya: More arrests in consulate attack http://t.co/plxrA3pH,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Prof_Deska,Deska Tisra Doni,Palembang,|| DESKA TISRA DONI || 9 DECEMBER 1993 || ES 193 PLG || JHS 11 PLG || SHS 13 PLG || SRIWIJAYA STATE POLYTECHNIC || TELECOMUNICATION ENGINEERING || RED LOVER ||,1149,203,Sun Jan 23 13:37:55 +0000 2011,1347865325.0,,,http://t.co/plxrA3pH,,,,,
247530867659010049,,Doubts over consulate attackers in Libya - CBS News http://t.co/7cR6lVq7,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",worldnewsfromme,world news from me,,,62,8,Mon Sep 19 09:01:39 +0000 2011,1347865332.0,,,http://t.co/7cR6lVq7,,,,,
247530886118141952,,#FollowBack #fb #tfb Doubts over consulate attackers in Libya - CBS News http://t.co/37w1klVM #jfb #teamfollback,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",IntelAds,Intel Advertising,Advertising,Social Media Intelligent Advertising,288,45,Wed Jan 04 01:59:44 +0000 2012,1347865336.0,FollowBack,fb,http://t.co/37w1klVM,,,,,
247530891709149184,,UN Ambassador: Libya Attack ‘Spontaneous’ | Conservative Byte http://t.co/S1W08CQU via @sharethis,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",VAlbers783,Vicki ,Colorado,Ready to fight to get that traitor Obama and his clan out of the White House and the DOJ,536,723,Tue Dec 15 19:29:20 +0000 2009,1347865338.0,,,http://t.co/S1W08CQU,,ShareThis,,,
247530905839747072,,Upstaged by Romney #Libya Obama now decides to grow a pair! AP sources: Obama launching China trade case http://t.co/999FR8f4,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",RightinSanDiego,RightinSanDiego,Southern California San Diego,"The Southern California San Diego area good life!  
",251,329,Thu Jan 13 22:13:39 +0000 2011,1347865341.0,Libya,,http://t.co/999FR8f4,,,,,
247530908813520896,,Upstaged by Romney #Libya Obama now decides to grow a pair! AP sources: Obama launching China trade case http://t.co/eAQMIaio,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",Wandafay,Wandafay,"Carlsbad, San Diego, Calif",Bringing joy to the world ...one tweet at a time! #SocialMedia #NewsandPrayer * Former brain washed Democrat #tcot #Forgiven #PROLife #SOT ##HonorVets  ,4511,4052,Sat Aug 02 04:50:55 +0000 2008,1347865342.0,Libya,,http://t.co/eAQMIaio,,,,,
247530913620180992,,Upstaged by Romney #Libya Obama now decides to grow a pair! AP sources: Obama launching China trade case http://t.co/MeDP9GQ2,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",RightinAmerica,Right in America,America,Freedom * Liberty * Economic Prosperity * News and Prayer * #ProLife * Support the troops * #tcot * Jesus * May offend you with truth and laughter,120,284,Sun Mar 27 15:08:07 +0000 2011,1347865343.0,Libya,,http://t.co/MeDP9GQ2,,,,,
247530929814388737,,Al-Qaeda behind US Consulate attack: Libya - Hindustan Times http://t.co/FiASalT7 #news,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",onestopnews,One Stop News,India,One Stop for the latest news sourced from across the planet. ,1405,1247,Mon Jan 25 15:12:57 +0000 2010,1347865347.0,news,,http://t.co/FiASalT7,,,,,
247530931320139776,,Al-Qaeda behind US Consulate attack: Libya - Hindustan Times: Hindustan TimesAl-Qaeda behind US Consulate attack... http://t.co/LCmlreAy,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",MyBankDemo,MyBank Demo Team,India,Bank on twitter,65,25,Wed Aug 12 08:56:01 +0000 2009,1347865347.0,,,http://t.co/LCmlreAy,,,,,
247530938093932544,,Al-Qaeda behind US Consulate attack: Libya - Hindustan Times: Hindustan TimesAl-Qaeda behind US Consulate attack... http://t.co/vOTrA70y,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Javidecea,Javid,Chennai,,93,59,Thu Apr 15 12:09:55 +0000 2010,1347865349.0,,,http://t.co/vOTrA70y,,,,,
247530955911344128,,The MSM is revving up Romney story to divert from all the facts coming out on Libya and lies by this Regime. #ObamaFailedPolicies #bias,web,suziejoh,Suzie ,FL,"Political Junkie over 12 hours most days, busy exposing this incompetent REGIME in D.C. Avid Reader, Conservative, It is TIME FOR THE TRUTH. #tcot",1890,2009,Sun Jan 18 19:15:57 +0000 2009,1347865353.0,ObamaFailedPolicies,bias,,,,,,
247530965029761026,,"The Day Obama Became Toxic: After Libya, We Cannot Trust Him—Barack Must Fall: http://t.co/TlWVL178","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",kaaakw,Morgan,,“Silence in the face of evil is itself evil: GOD will not hold us innocent. Not to speak is to speak. Not to act is to act.”— Bonhoeffer,29,125,Sun Sep 16 19:38:43 +0000 2012,1347865355.0,,,http://t.co/TlWVL178,,,,,
247531068859748352,,Libya Tangkap 50 Tersangka Penyerbu Konsulat AS: Penyerang membakar konsulat AS di Benghazi dan menewaskan... http://t.co/nWYRgNqP #INFO,"<a href=""http://www.GroupTweet.com"" rel=""nofollow"">GroupTweet</a>",DarmosNet,Darmo's Net,"pesanggaran, banyuwangi",internet cepat,96,321,Fri Mar 02 01:11:47 +0000 2012,1347865380.0,INFO,,http://t.co/nWYRgNqP,,,,,
247531083988615168,,"Libya, U.S. Give Conflicting Accounts Of Benghazi Attack: … United States and Libya have offered conflicting acc... http://t.co/8zNtFvZs","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",docjuli,Julius Ikpekaogu,West Central Africa,"internet explorer, browser, mari de la plus belle femme du monde @mabella, blogger, user, twitter, n anything that ends with er on the WWW except... ",1108,1968,Wed Jun 10 11:15:03 +0000 2009,1347865383.0,,,http://t.co/8zNtFvZs,,,,,
247531115584294912,247530090907443201,"@beldandolo i only saw some this morning and last night i watched but i have not heard that, so al qaeda flags are over the embassy in libya",web,conniegail421,CONNIEKETCHUP,,"Love my dogs & kitties! Avid trialwatcher love to see justice served! Love Vampire Diaries, lol never stopped loving the vampires as a kid ha!",125,184,Wed Mar 09 16:33:17 +0000 2011,1347865391.0,,,,,beldandolo,,,
247531134777450497,,Don't like what you said-I hurt your ppl.You hurt my ppl-I bash your windows.Fall out fr Libya looks like bratty/spoiled playground antics,web,HighPriestess81,High Priestess,,"Self-professed nerdette, with a love for science, dance, music, books, fitness, travelling and more than can be included in 160 spaces :)",5,27,Tue Sep 11 20:58:01 +0000 2012,1347865396.0,,,,,,,,
247531152099913728,,"“@Matt_Info: U.S. Ambassador to Libya being tormented before being killed in Benghazi http://t.co/tPD02p6j”

Bunch of F**king animals!!!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",davek,davek,Southbay of LA,"Proud American,Mod-Conservative,Self-Made,Retired early,Family,Sports Fan,BB Coach,Lakers,Fly Fishing,Hawaii,Gun Nut, Love Dogs, Living one day at a time.",162,545,Fri Jun 26 05:46:14 +0000 2009,1347865400.0,,,http://t.co/tPD02p6j,,Matt_Info,,,
247531156235513856,246997565000806401,RT @AidNews2: Libya identifies 50 involved in US attack http://t.co/ThosQ7YY via @aidnews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KirstenFisher,Kirsten J. Fisher,,"Postdoctoral Researcher, Erik Castrén Institute of International Law and Human Rights, Uni. Helsinki. Book: Moral Accountability and International Criminal Law.",98,247,Tue Apr 19 22:49:06 +0000 2011,1347865401.0,,,http://t.co/ThosQ7YY,,AidNews2,,,
247531160295587840,,"#Tarpley hot off the press! ""#CIA’s Gitmo-Trained Asset Qumu Prime Suspect in Death of #Ambassador Stevens"" http://t.co/gWRHvSww #Libya #O",web,razoumikhin,razoumikhin,,,16,16,Fri Sep 12 00:26:07 +0000 2008,1347865402.0,Tarpley,CIA,http://t.co/gWRHvSww,,,,,
247531193434771456,247521429921361920,"RT @kirstenpowers10: NPR:  Consulate Attack Preplanned, Libya's President Says http://t.co/qwmHPQ6j","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dsunhawk,Dora Cessor,today...TN,"Dream it, then do it. Ret'd Marine and LEO. And still feel below the poverty line. What a deal. Lots of interests, photography, cooking, IT projects, travelling",387,555,Wed Sep 17 13:36:54 +0000 2008,1347865410.0,,,http://t.co/qwmHPQ6j,,kirstenpowers10,,,
247531201752092672,,Libya rejects American-style Democracy?: http://t.co/gijfvmCC,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",sulibia,GREEN LIBYA,,Jamahiriya Supporter and Victory for Green resistance  ليبيا الخضراء,1253,1747,Mon Sep 12 23:56:55 +0000 2011,1347865412.0,,,http://t.co/gijfvmCC,,,,,
247531227752566785,,Al-Qaeda behind US Consulate attack: Libya - Hindustan Times: Hindustan TimesAl-Qaeda behind US Consulate attack... http://t.co/HFfRjPk0,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",NewswireIndia,News India,Delhi,,131,1,Sat Mar 26 11:27:07 +0000 2011,1347865418.0,,,http://t.co/HFfRjPk0,,,,,
247531231963648000,,The contenders for Prime Minister: Dr Mohamed Berween - Libya Herald http://t.co/RVJsefla via @libyaherald,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",DempseyRose,White Rose,Oklahoma City,Single senior mom w/chutzpah. Serious online journalist. Intense topics. Noble Treasonist. Police Science major. Five sites with WordPress.,203,821,Mon Sep 13 16:23:18 +0000 2010,1347865419.0,,,http://t.co/RVJsefla,,libyaherald,,,
247531355695624192,,rt @americablog: Romney gets capital of Libya wrong in press conf criticizing Obama on foreign policy http://t.co/NiBcPSwB,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",jambeefly,Sarah Loeb,Pennsylvania,"~a humbug on rumspringa, novice gardener (enjoying tremendous new growth) & SPCA volunteer~                         **PLEASE ADOPT.**",571,910,Wed Jan 19 05:37:07 +0000 2011,1347865448.0,,,http://t.co/NiBcPSwB,,americablog,,,
247531363903873024,,Obama's UN ambassador last one to know of planned Libya attack - http://t.co/WxxDZ3i2,web,MarkHyman,MarkHyman,,Humble servant discussing topics and reporting stories ignored by others. RT ≠ endorse. Visit www.behindtheheadlines.net & www.govtrunamuck.com,496,577,Thu Sep 18 12:01:35 +0000 2008,1347865450.0,,,http://t.co/WxxDZ3i2,,,,,
247531379032739840,,"Libya demonstrate against the attack on the American counsellor in Benghazi.
http://t.co/S4BqgqtZ","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",abdulsalah,Abdulmotaleb,London,"Production manager
Alhayat Newspaper - Laha Magazine",33,76,Sat Jan 17 12:29:02 +0000 2009,1347865454.0,,,http://t.co/S4BqgqtZ,,,,,
247531423089688577,,حملة قاطعووووهم #الا_رسول_الله #Bahrain #Egypt #KSA #Syria #Kuwait #UAE #Oman #Qatar #Libya http://t.co/Z6kgUH0o,web,SaloomButilla,Saloom Butilla,,"آية الله سلوم بوتيلة دام ظله الأصفر يحارب مرتزقة ايران في كل مكان بيت بيت زنقة زنقة جحر جحرهع هع#  هوايتي سابقا البحث عن فضولي وحاليا مكافحة بلطجية الوفاق",799,173,Thu Jun 16 09:57:26 +0000 2011,1347865465.0,الا_رسول_الله,Bahrain,,,,,,
247531429506998272,,"Liars!
UN ambassador says Libya attack was spontaneous, contradicting gov't - http://t.co/ra8wCdaD http://t.co/0seEfrZV via @newyorkpost","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",ObamaOutUSA2012,Take Back America ,USA,"A government big enough to give you everything you want, is big enough to take away everything you have-Thomas Jefferson",4,16,Sat Sep 15 21:15:04 +0000 2012,1347865466.0,,,http://t.co/ra8wCdaD,http://t.co/0seEfrZV,NewYorkPost,,,
247531468765687808,,Doubts over consulate attackers in Libya - CBS News: Globe and MailDoubts over consulate attackers in LibyaCBS N... http://t.co/4ihDJOEJ,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",milijulidotcom,Milijuli,,Latest News From all the best news sites.,207,54,Mon Aug 31 05:34:46 +0000 2009,1347865475.0,,,http://t.co/4ihDJOEJ,,,,,
247531473433939968,247525022388871171,RT @ImamHafizBilal: #Pray for Malaysia #Pray For Egypt #Pray For Libya #Pray For Gaza #Pray For Tunisia #Pray For Syria #Pray For Iraq # ...,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",eskay_sheks,Just _ SakinaAYS,My present location..........,am sure u know my name,157,145,Fri Apr 22 14:46:51 +0000 2011,1347865476.0,Pray,Pray,,,ImamHafizBilal,,,
